sequence_id,xgb1_probability,xgb2_probability,xgb1_prediction,xgb2_prediction,final_prediction,final_confidence
promoter_id:165,0.83895165,0.3817895,1,0,1,0.83895165
promoter_id:166,0.8385429,0.839976,1,1,1,0.839976
promoter_id:167,0.9006314,0.6257025,1,1,1,0.9006314
promoter_id:168,0.9806157,0.99148494,1,1,1,0.99148494
promoter_id:172,0.7011015,0.3427109,1,0,1,0.7011015
promoter_id:175,0.8849513,0.88260204,1,1,1,0.8849513
promoter_id:176,0.9622401,0.99118644,1,1,1,0.99118644
promoter_id:178,0.3046775,0.7810001,0,1,1,0.7810001
promoter_id:180,0.60948753,0.66837704,1,1,1,0.66837704
promoter_id:181,0.90534186,0.97537166,1,1,1,0.97537166
promoter_id:182,0.73691875,0.8055345,1,1,1,0.8055345
promoter_id:183,0.97065264,0.89420134,1,1,1,0.97065264
promoter_id:185,0.888733,0.3853392,1,0,1,0.888733
promoter_id:189,0.5434416,0.07246885,1,0,1,0.5434416
promoter_id:195,0.61871684,0.86479944,1,1,1,0.86479944
promoter_id:196,0.89670604,0.86466277,1,1,1,0.89670604
promoter_id:197,0.8375011,0.9271448,1,1,1,0.9271448
promoter_id:198,0.62475145,0.7886064,1,1,1,0.7886064
promoter_id:200,0.23563431,0.6759074,0,1,1,0.6759074
promoter_id:201,0.14961824,0.63907605,0,1,1,0.63907605
promoter_id:204,0.2067939,0.8139328,0,1,1,0.8139328
promoter_id:205,0.28507596,0.6434686,0,1,1,0.6434686
promoter_id:207,0.41482386,0.9992436,0,1,1,0.9992436
chr1:1-1,0.5475104,0.7409756,1,1,1,0.7409756
chr1:1-1,0.11410125,0.5085331,0,1,1,0.5085331
chr1:1-1,0.008908601,0.5185437,0,1,1,0.5185437
chr1:1-1,0.32091597,0.77667594,0,1,1,0.77667594
chr1:1-1,0.04968451,0.6286125,0,1,1,0.6286125
chr1:1-1,0.68870795,0.711948,1,1,1,0.711948
chr1:1-1,0.02352158,0.59910315,0,1,1,0.59910315
chr1:1-1,0.119059496,0.6138903,0,1,1,0.6138903
chr1:1-1,0.7270695,0.54321504,1,1,1,0.7270695
chr1:1-1,0.20400704,0.8673376,0,1,1,0.8673376
chr1:1-1,0.20126194,0.7894734,0,1,1,0.7894734
chr1:1-1,0.11632731,0.58305854,0,1,1,0.58305854
chr1:1-1,0.7789482,0.63112223,1,1,1,0.7789482
chr1:1-1,0.585604,0.41216135,1,0,1,0.585604
chr1:1-1,0.7440265,0.9096813,1,1,1,0.9096813
chr1:1-1,0.99504507,0.8272771,1,1,1,0.99504507
chr1:1-1,0.15333395,0.6904117,0,1,1,0.6904117
chr1:1-1,0.082274936,0.8388063,0,1,1,0.8388063
chr1:1-1,0.52555484,0.2262029,1,0,1,0.52555484
chr1:1-1,0.099312946,0.6731231,0,1,1,0.6731231
chr1:1-1,0.08468516,0.7133533,0,1,1,0.7133533
chr1:1-1,0.29676548,0.7908371,0,1,1,0.7908371
chr1:1-1,0.098145865,0.6047837,0,1,1,0.6047837
chr1:1-1,0.04273659,0.69891495,0,1,1,0.69891495
chr1:1-1,0.083215624,0.62479514,0,1,1,0.62479514
chr1:1-1,0.13429724,0.670034,0,1,1,0.670034
chr1:1-1,0.6343251,0.8247371,1,1,1,0.8247371
chr1:1-1,0.25402468,0.5300586,0,1,1,0.5300586
chr1:1-1,0.12456675,0.5068535,0,1,1,0.5068535
chr1:1-1,0.59394825,0.3950842,1,0,1,0.59394825
chr1:1-1,0.3681192,0.9150387,0,1,1,0.9150387
chr1:1-1,0.18707772,0.5917124,0,1,1,0.5917124
chr1:1-1,0.11844575,0.51099735,0,1,1,0.51099735
chr1:1-1,0.31585097,0.6822258,0,1,1,0.6822258
chr1:1-1,0.06141016,0.67182523,0,1,1,0.67182523
chr1:1-1,0.3880881,0.8959391,0,1,1,0.8959391
chr1:1-1,0.15831643,0.5574208,0,1,1,0.5574208
chr1:1-1,0.6743986,0.34797233,1,0,1,0.6743986
chr1:1-1,0.14695638,0.9230062,0,1,1,0.9230062
chr1:1-1,0.5072379,0.60876024,1,1,1,0.60876024
chr1:1-1,0.7249965,0.5058476,1,1,1,0.7249965
chr1:1-1,0.402364,0.9136534,0,1,1,0.9136534
chr1:1-1,0.21011075,0.8557041,0,1,1,0.8557041
chr1:1-1,0.89782673,0.95861906,1,1,1,0.95861906
chr1:1-1,0.2519279,0.97026885,0,1,1,0.97026885
chr1:1-1,0.9900461,0.70846623,1,1,1,0.9900461
chr1:1-1,0.15223897,0.75640047,0,1,1,0.75640047
chr1:1-1,0.9679206,0.9914135,1,1,1,0.9914135
chr1:1-1,0.025144517,0.6127037,0,1,1,0.6127037
chr1:1-1,0.3511714,0.6789566,0,1,1,0.6789566
chr1:1-1,0.4159131,0.91461486,0,1,1,0.91461486
chr1:1-1,0.79478586,0.87421966,1,1,1,0.87421966
chr1:1-1,0.20018971,0.5908082,0,1,1,0.5908082
chr1:1-1,0.789739,0.47275138,1,0,1,0.789739
chr1:1-1,0.40602452,0.658075,0,1,1,0.658075
chr1:1-1,0.34559682,0.9162093,0,1,1,0.9162093
chr1:1-1,0.025942896,0.5024678,0,1,1,0.5024678
chr1:1-1,0.40909028,0.8238451,0,1,1,0.8238451
chr1:1-1,0.17778102,0.62841004,0,1,1,0.62841004
chr1:1-1,0.08129589,0.7344394,0,1,1,0.7344394
chr1:1-1,0.1394242,0.70669985,0,1,1,0.70669985
chr1:1-1,0.15390073,0.7770911,0,1,1,0.7770911
chr1:1-1,0.8487251,0.15173337,1,0,1,0.8487251
chr1:1-1,0.08413448,0.7761492,0,1,1,0.7761492
chr1:1-1,0.8845085,0.46382347,1,0,1,0.8845085
chr1:1-1,0.94714695,0.74173,1,1,1,0.94714695
chr1:1-1,0.19748129,0.78319025,0,1,1,0.78319025
chr1:1-1,0.38247114,0.7962633,0,1,1,0.7962633
chr1:1-1,0.45009366,0.8840767,0,1,1,0.8840767
chr1:1-1,0.16644457,0.8244131,0,1,1,0.8244131
chr1:1-1,0.40893844,0.63079673,0,1,1,0.63079673
chr1:1-1,0.4757846,0.9338412,0,1,1,0.9338412
chr1:1-1,0.4308515,0.8271673,0,1,1,0.8271673
chr1:1-1,0.52152586,0.8467777,1,1,1,0.8467777
chr1:1-1,0.57400274,0.79255825,1,1,1,0.79255825
chr1:1-1,0.8631108,0.91078675,1,1,1,0.91078675
chr1:1-1,0.2173691,0.71495616,0,1,1,0.71495616
chr1:1-1,0.54379916,0.08233951,1,0,1,0.54379916
chr1:1-1,0.016923686,0.57143825,0,1,1,0.57143825
chr1:1-1,0.10250907,0.5835232,0,1,1,0.5835232
chr1:1-1,0.57360554,0.11613106,1,0,1,0.57360554
chr1:1-1,0.9149109,0.6677723,1,1,1,0.9149109
chr1:1-1,0.16934274,0.71991026,0,1,1,0.71991026
chr1:1-1,0.5516712,0.12409778,1,0,1,0.5516712
chr1:1-1,0.7068636,0.3527703,1,0,1,0.7068636
chr1:1-1,0.19993466,0.8470785,0,1,1,0.8470785
chr1:1-1,0.039312877,0.9083048,0,1,1,0.9083048
chr1:1-1,0.07859777,0.93967265,0,1,1,0.93967265
chr1:1-1,0.5969136,0.994846,1,1,1,0.994846
chr1:1-1,0.11945823,0.6055897,0,1,1,0.6055897
chr1:1-1,0.2099172,0.80288774,0,1,1,0.80288774
chr1:1-1,0.014588794,0.60596126,0,1,1,0.60596126
chr1:1-1,0.61230886,0.8321611,1,1,1,0.8321611
chr1:1-1,0.20295134,0.69018966,0,1,1,0.69018966
chr1:1-1,0.15726766,0.5301516,0,1,1,0.5301516
chr1:1-1,0.5704929,0.79339063,1,1,1,0.79339063
chr1:1-1,0.53011525,0.90080243,1,1,1,0.90080243
chr1:1-1,0.9707845,0.76394665,1,1,1,0.9707845
chr1:1-1,0.7957532,0.82226276,1,1,1,0.82226276
chr1:1-1,0.44803405,0.8423464,0,1,1,0.8423464
chr1:1-1,0.7004337,0.04498294,1,0,1,0.7004337
chr1:1-1,0.53391063,0.7997929,1,1,1,0.7997929
chr1:1-1,0.48561203,0.9322143,0,1,1,0.9322143
chr1:1-1,0.78917485,0.8899479,1,1,1,0.8899479
chr1:1-1,0.72208655,0.82642365,1,1,1,0.82642365
chr1:1-1,0.33243996,0.50202465,0,1,1,0.50202465
chr1:1-1,0.99626404,0.9933703,1,1,1,0.99626404
chr1:1-1,0.21918638,0.6844758,0,1,1,0.6844758
chr1:1-1,0.20222506,0.85492635,0,1,1,0.85492635
chr1:1-1,0.029741306,0.6424001,0,1,1,0.6424001
chr1:1-1,0.30080414,0.9436644,0,1,1,0.9436644
chr1:1-1,0.6824045,0.8965381,1,1,1,0.8965381
chr1:1-1,0.85063684,0.94831866,1,1,1,0.94831866
chr1:1-1,0.3486033,0.7028178,0,1,1,0.7028178
chr1:1-1,0.14666848,0.59056735,0,1,1,0.59056735
chr1:1-1,0.57802314,0.2857867,1,0,1,0.57802314
chr1:1-1,0.21534133,0.869416,0,1,1,0.869416
chr1:1-1,0.84153485,0.4867308,1,0,1,0.84153485
chr1:1-1,0.019997025,0.6464876,0,1,1,0.6464876
chr1:1-1,0.18593207,0.5844877,0,1,1,0.5844877
chr1:1-1,0.77869654,0.26789826,1,0,1,0.77869654
chr1:1-1,0.44747534,0.93483406,0,1,1,0.93483406
chr1:1-1,0.31069994,0.6230844,0,1,1,0.6230844
chr1:1-1,0.75922316,0.22642097,1,0,1,0.75922316
chr1:1-1,0.0605294,0.60658264,0,1,1,0.60658264
chr1:1-1,0.37231678,0.5704983,0,1,1,0.5704983
chr1:1-1,0.29817486,0.9579157,0,1,1,0.9579157
chr1:1-1,0.06287472,0.5026402,0,1,1,0.5026402
chr1:1-1,0.45253497,0.8558927,0,1,1,0.8558927
chr1:1-1,0.22185436,0.62402886,0,1,1,0.62402886
chr1:1-1,0.07951782,0.50441617,0,1,1,0.50441617
chr1:1-1,0.31982607,0.9795976,0,1,1,0.9795976
chr1:1-1,0.1679282,0.6465201,0,1,1,0.6465201
chr1:1-1,0.8773415,0.8270075,1,1,1,0.8773415
chr1:1-1,0.13145322,0.7614634,0,1,1,0.7614634
chr1:1-1,0.026942423,0.75792503,0,1,1,0.75792503
chr1:1-1,0.8955594,0.7574344,1,1,1,0.8955594
chr1:1-1,0.39606816,0.68022907,0,1,1,0.68022907
chr1:1-1,0.09092909,0.52565694,0,1,1,0.52565694
chr1:1-1,0.5725376,0.1606965,1,0,1,0.5725376
chr1:1-1,0.08709087,0.62035924,0,1,1,0.62035924
chr1:1-1,0.2902128,0.67100376,0,1,1,0.67100376
chr1:1-1,0.39253637,0.7506602,0,1,1,0.7506602
chr1:1-1,0.16580671,0.5211068,0,1,1,0.5211068
chr1:1-1,0.744315,0.9610057,1,1,1,0.9610057
chr1:1-1,0.43795705,0.68521065,0,1,1,0.68521065
chr1:1-1,0.37902257,0.72188437,0,1,1,0.72188437
chr1:1-1,0.21909894,0.63715905,0,1,1,0.63715905
chr1:1-1,0.38354877,0.8222925,0,1,1,0.8222925
chr1:1-1,0.13455294,0.7148061,0,1,1,0.7148061
chr1:1-1,0.01375725,0.5443395,0,1,1,0.5443395
chr1:1-1,0.10638254,0.74843407,0,1,1,0.74843407
chr1:1-1,0.095873795,0.8107133,0,1,1,0.8107133
chr1:1-1,0.37824842,0.5636008,0,1,1,0.5636008
chr1:1-1,0.37755078,0.5557312,0,1,1,0.5557312
chr1:1-1,0.6283182,0.7326614,1,1,1,0.7326614
chr1:1-1,0.0217815,0.50606143,0,1,1,0.50606143
chr1:1-1,0.96412015,0.9624364,1,1,1,0.96412015
chr1:1-1,0.04481588,0.711944,0,1,1,0.711944
chr1:1-1,0.37672886,0.9490727,0,1,1,0.9490727
chr1:1-1,0.53005016,0.37203538,1,0,1,0.53005016
chr1:1-1,0.5064062,0.54398257,1,1,1,0.54398257
chr1:1-1,0.21984482,0.7443818,0,1,1,0.7443818
chr1:1-1,0.1251288,0.65371585,0,1,1,0.65371585
chr1:1-1,0.054572318,0.50343055,0,1,1,0.50343055
chr1:1-1,0.39909598,0.50135547,0,1,1,0.50135547
chr1:1-1,0.4503179,0.77225983,0,1,1,0.77225983
chr1:1-1,0.39586407,0.78222936,0,1,1,0.78222936
chr1:1-1,0.907913,0.7700961,1,1,1,0.907913
chr1:1-1,0.9890809,0.9971961,1,1,1,0.9971961
chr1:1-1,0.408572,0.98843247,0,1,1,0.98843247
chr1:1-1,0.3306017,0.9357862,0,1,1,0.9357862
chr1:1-1,0.094846554,0.7248575,0,1,1,0.7248575
chr1:1-1,0.10998921,0.6558986,0,1,1,0.6558986
chr1:1-1,0.17743413,0.79727083,0,1,1,0.79727083
chr1:1-1,0.09599625,0.5276316,0,1,1,0.5276316
chr1:1-1,0.9125432,0.98515195,1,1,1,0.98515195
chr1:1-1,0.4582603,0.87370294,0,1,1,0.87370294
chr1:1-1,0.9337505,0.7719809,1,1,1,0.9337505
chr1:1-1,0.7961799,0.9866443,1,1,1,0.9866443
chr1:1-1,0.72939026,0.908349,1,1,1,0.908349
chr1:1-1,0.8444889,0.69652176,1,1,1,0.8444889
chr1:1-1,0.6545659,0.3373113,1,0,1,0.6545659
chr1:1-1,0.8203873,0.9112628,1,1,1,0.9112628
chr1:1-1,0.2054881,0.50690913,0,1,1,0.50690913
chr1:1-1,0.08824695,0.7236834,0,1,1,0.7236834
chr1:1-1,0.5311414,0.18366931,1,0,1,0.5311414
chr1:1-1,0.650353,0.23403531,1,0,1,0.650353
chr1:1-1,0.9046958,0.8236736,1,1,1,0.9046958
chr1:1-1,0.95701927,0.9822468,1,1,1,0.9822468
chr1:1-1,0.7913643,0.9744169,1,1,1,0.9744169
chr1:1-1,0.5232119,0.08541512,1,0,1,0.5232119
chr1:1-1,0.4654658,0.8145571,0,1,1,0.8145571
chr1:1-1,0.24956736,0.50838614,0,1,1,0.50838614
chr1:1-1,0.16254199,0.5443108,0,1,1,0.5443108
chr1:1-1,0.04656333,0.7560483,0,1,1,0.7560483
chr1:1-1,0.27395067,0.94225204,0,1,1,0.94225204
chr1:1-1,0.77396923,0.47964218,1,0,1,0.77396923
chr1:1-1,0.0351975,0.5205547,0,1,1,0.5205547
chr1:1-1,0.93845177,0.8560166,1,1,1,0.93845177
chr1:1-1,0.08969737,0.8735306,0,1,1,0.8735306
chr1:1-1,0.8230566,0.92590433,1,1,1,0.92590433
chr1:1-1,0.22439227,0.7629899,0,1,1,0.7629899
chr1:1-1,0.7978829,0.91342676,1,1,1,0.91342676
chr1:1-1,0.1634232,0.7586387,0,1,1,0.7586387
chr1:1-1,0.27130744,0.8079916,0,1,1,0.8079916
chr1:1-1,0.12946324,0.7029527,0,1,1,0.7029527
chr1:1-1,0.9766848,0.8881118,1,1,1,0.9766848
chr1:1-1,0.6512925,0.26896188,1,0,1,0.6512925
chr1:1-1,0.95908606,0.47020397,1,0,1,0.95908606
chr1:1-1,0.62340367,0.7464897,1,1,1,0.7464897
chr1:1-1,0.12867099,0.6172924,0,1,1,0.6172924
chr1:1-1,0.034587927,0.85652816,0,1,1,0.85652816
chr1:1-1,0.42449626,0.7513609,0,1,1,0.7513609
chr1:1-1,0.63312364,0.24908279,1,0,1,0.63312364
chr1:1-1,0.6241268,0.85157144,1,1,1,0.85157144
chr1:1-1,0.2507242,0.5325709,0,1,1,0.5325709
chr1:1-1,0.31577566,0.8831062,0,1,1,0.8831062
chr1:1-1,0.5699961,0.35354322,1,0,1,0.5699961
chr1:1-1,0.5149691,0.81625557,1,1,1,0.81625557
chr1:1-1,0.16122225,0.5971265,0,1,1,0.5971265
chr1:1-1,0.8086135,0.37882882,1,0,1,0.8086135
chr1:1-1,0.49722445,0.9096229,0,1,1,0.9096229
chr1:1-1,0.3183554,0.66418177,0,1,1,0.66418177
chr1:1-1,0.85539055,0.9852524,1,1,1,0.9852524
chr1:1-1,0.46069828,0.8748,0,1,1,0.8748
chr1:1-1,0.061564267,0.6870752,0,1,1,0.6870752
chr1:1-1,0.7317889,0.46411183,1,0,1,0.7317889
chr1:1-1,0.2244493,0.80534375,0,1,1,0.80534375
chr1:1-1,0.16288011,0.99677473,0,1,1,0.99677473
chr1:1-1,0.3422589,0.7714968,0,1,1,0.7714968
chr1:1-1,0.67146635,0.61272275,1,1,1,0.67146635
chr1:1-1,0.69387573,0.9944957,1,1,1,0.9944957
chr1:1-1,0.2125773,0.81393945,0,1,1,0.81393945
chr1:1-1,0.5363445,0.92356265,1,1,1,0.92356265
chr1:1-1,0.30105048,0.83455616,0,1,1,0.83455616
chr1:1-1,0.76618564,0.9400728,1,1,1,0.9400728
chr1:1-1,0.4620197,0.96184367,0,1,1,0.96184367
chr1:1-1,0.7625829,0.41482306,1,0,1,0.7625829
chr1:1-1,0.2500436,0.6296035,0,1,1,0.6296035
chr1:1-1,0.6962349,0.5086029,1,1,1,0.6962349
chr1:1-1,0.653724,0.102889165,1,0,1,0.653724
chr1:1-1,0.018488746,0.665541,0,1,1,0.665541
chr1:1-1,0.26532665,0.5863745,0,1,1,0.5863745
chr1:1-1,0.02717382,0.53926027,0,1,1,0.53926027
chr1:1-1,0.14147854,0.97899675,0,1,1,0.97899675
chr1:1-1,0.14129408,0.85093075,0,1,1,0.85093075
chr1:1-1,0.15697838,0.66632974,0,1,1,0.66632974
chr1:1-1,0.09572729,0.52524054,0,1,1,0.52524054
chr1:1-1,0.3539907,0.67608845,0,1,1,0.67608845
chr1:1-1,0.55297744,0.36708632,1,0,1,0.55297744
chr1:1-1,0.08994043,0.6769019,0,1,1,0.6769019
chr1:1-1,0.31455332,0.6132162,0,1,1,0.6132162
chr1:1-1,0.6466375,0.7355459,1,1,1,0.7355459
chr1:1-1,0.8245707,0.867194,1,1,1,0.867194
chr1:1-1,0.9811798,0.8534484,1,1,1,0.9811798
chr1:1-1,0.3658865,0.8040724,0,1,1,0.8040724
chr1:1-1,0.1934517,0.7986302,0,1,1,0.7986302
chr1:1-1,0.14747143,0.5268864,0,1,1,0.5268864
chr1:1-1,0.81437635,0.98253447,1,1,1,0.98253447
chr1:1-1,0.07866097,0.54891694,0,1,1,0.54891694
chr1:1-1,0.15487918,0.9551282,0,1,1,0.9551282
chr1:1-1,0.6731367,0.8463515,1,1,1,0.8463515
chr1:1-1,0.570934,0.4305611,1,0,1,0.570934
chr1:1-1,0.029039178,0.76750493,0,1,1,0.76750493
chr1:1-1,0.85582703,0.5557474,1,1,1,0.85582703
chr1:1-1,0.7856972,0.7181301,1,1,1,0.7856972
chr1:1-1,0.98132205,0.9745901,1,1,1,0.98132205
chr1:1-1,0.011638757,0.91727495,0,1,1,0.91727495
chr1:1-1,0.9080796,0.49146238,1,0,1,0.9080796
chr1:1-1,0.5140028,0.054006256,1,0,1,0.5140028
chr1:1-1,0.84930736,0.8208594,1,1,1,0.84930736
chr1:1-1,0.08565059,0.92399096,0,1,1,0.92399096
chr1:1-1,0.072955854,0.5192334,0,1,1,0.5192334
chr1:1-1,0.60711795,0.98769915,1,1,1,0.98769915
chr1:1-1,0.17181626,0.513358,0,1,1,0.513358
chr1:1-1,0.6171747,0.18813394,1,0,1,0.6171747
chr1:1-1,0.10150502,0.55862796,0,1,1,0.55862796
chr1:1-1,0.08005536,0.56548965,0,1,1,0.56548965
chr1:1-1,0.48322076,0.67115337,0,1,1,0.67115337
chr1:1-1,0.51016635,0.122725904,1,0,1,0.51016635
chr1:1-1,0.3909567,0.5741642,0,1,1,0.5741642
chr1:1-1,0.07646871,0.85900164,0,1,1,0.85900164
chr1:1-1,0.9896919,0.9978556,1,1,1,0.9978556
chr1:1-1,0.9111874,0.85789204,1,1,1,0.9111874
chr1:1-1,0.5140904,0.7147324,1,1,1,0.7147324
chr1:1-1,0.3876518,0.7428099,0,1,1,0.7428099
chr1:1-1,0.8485256,0.9129455,1,1,1,0.9129455
chr1:1-1,0.46897864,0.7029763,0,1,1,0.7029763
chr1:1-1,0.6442982,0.27160192,1,0,1,0.6442982
chr1:1-1,0.08714993,0.5115319,0,1,1,0.5115319
chr1:1-1,0.8518086,0.83643323,1,1,1,0.8518086
chr1:1-1,0.8503444,0.77915466,1,1,1,0.8503444
chr1:1-1,0.3467565,0.82323503,0,1,1,0.82323503
chr1:1-1,0.31198934,0.5652484,0,1,1,0.5652484
chr1:1-1,0.6260439,0.847562,1,1,1,0.847562
chr1:1-1,0.033778027,0.83137584,0,1,1,0.83137584
chr1:1-1,0.38492942,0.83265245,0,1,1,0.83265245
chr1:1-1,0.016165601,0.83673984,0,1,1,0.83673984
chr1:1-1,0.0450051,0.7566192,0,1,1,0.7566192
chr1:1-1,0.5104205,0.47214705,1,0,1,0.5104205
chr1:1-1,0.67782855,0.441958,1,0,1,0.67782855
chr1:1-1,0.23226759,0.91322446,0,1,1,0.91322446
chr1:1-1,0.56838804,0.3459814,1,0,1,0.56838804
chr1:1-1,0.6056297,0.72604644,1,1,1,0.72604644
chr1:1-1,0.61944544,0.6058184,1,1,1,0.61944544
chr1:1-1,0.052583262,0.9501919,0,1,1,0.9501919
chr1:1-1,0.86105454,0.66743284,1,1,1,0.86105454
chr1:1-1,0.96748066,0.48671427,1,0,1,0.96748066
chr1:1-1,0.98950666,0.9983753,1,1,1,0.9983753
chr1:1-1,0.70339787,0.383743,1,0,1,0.70339787
chr1:1-1,0.36364678,0.83492255,0,1,1,0.83492255
chr1:1-1,0.44808134,0.9188811,0,1,1,0.9188811
chr1:1-1,0.1758081,0.8333704,0,1,1,0.8333704
chr1:1-1,0.01778528,0.6423918,0,1,1,0.6423918
chr1:1-1,0.08172686,0.55348223,0,1,1,0.55348223
chr1:1-1,0.17516144,0.751802,0,1,1,0.751802
chr1:1-1,0.49664265,0.9303879,0,1,1,0.9303879
chr1:1-1,0.9260758,0.76116073,1,1,1,0.9260758
chr1:1-1,0.2914289,0.5562031,0,1,1,0.5562031
chr1:1-1,0.25393453,0.5320259,0,1,1,0.5320259
chr1:1-1,0.37768048,0.96442235,0,1,1,0.96442235
chr1:1-1,0.9282998,0.7120399,1,1,1,0.9282998
chr1:1-1,0.5070357,0.70471215,1,1,1,0.70471215
chr1:1-1,0.260775,0.8757721,0,1,1,0.8757721
chr1:1-1,0.06310694,0.7803548,0,1,1,0.7803548
chr1:1-1,0.78192234,0.9070398,1,1,1,0.9070398
chr1:1-1,0.24259323,0.66747624,0,1,1,0.66747624
chr1:1-1,0.7296725,0.92330337,1,1,1,0.92330337
chr1:1-1,0.19041003,0.5578067,0,1,1,0.5578067
chr1:1-1,0.030319279,0.58580726,0,1,1,0.58580726
chr1:1-1,0.8995163,0.65255404,1,1,1,0.8995163
chr1:1-1,0.3053342,0.760019,0,1,1,0.760019
chr1:1-1,0.41343382,0.8481386,0,1,1,0.8481386
chr1:1-1,0.4580125,0.5224192,0,1,1,0.5224192
chr1:1-1,0.4468397,0.57338667,0,1,1,0.57338667
chr1:1-1,0.5974541,0.7322806,1,1,1,0.7322806
chr1:1-1,0.34713846,0.60731,0,1,1,0.60731
chr1:1-1,0.6460678,0.21849024,1,0,1,0.6460678
chr1:1-1,0.486765,0.8902374,0,1,1,0.8902374
chr1:1-1,0.5028494,0.5146132,1,1,1,0.5146132
chr1:1-1,0.08034382,0.5238183,0,1,1,0.5238183
chr1:1-1,0.23131482,0.80236685,0,1,1,0.80236685
chr1:1-1,0.44310486,0.7133853,0,1,1,0.7133853
chr1:1-1,0.04934771,0.74245244,0,1,1,0.74245244
chr1:1-1,0.06097944,0.574972,0,1,1,0.574972
chr1:1-1,0.63104916,0.96748817,1,1,1,0.96748817
chr1:1-1,0.09597525,0.7002035,0,1,1,0.7002035
chr1:1-1,0.83854324,0.94266385,1,1,1,0.94266385
chr1:1-1,0.32042664,0.83264756,0,1,1,0.83264756
chr1:1-1,0.75827575,0.9885844,1,1,1,0.9885844
chr1:1-1,0.13519149,0.8356952,0,1,1,0.8356952
chr1:1-1,0.76383466,0.9501915,1,1,1,0.9501915
chr1:1-1,0.99211264,0.8912956,1,1,1,0.99211264
chr1:1-1,0.6835373,0.8519596,1,1,1,0.8519596
chr1:1-1,0.31320074,0.98334366,0,1,1,0.98334366
chr1:1-1,0.035728153,0.5632877,0,1,1,0.5632877
chr1:1-1,0.7630541,0.8348546,1,1,1,0.8348546
chr1:1-1,0.011912978,0.6377205,0,1,1,0.6377205
chr1:1-1,0.087762244,0.649246,0,1,1,0.649246
chr1:1-1,0.7092815,0.93036145,1,1,1,0.93036145
chr1:1-1,0.96291107,0.78514886,1,1,1,0.96291107
chr1:1-1,0.13675503,0.7852606,0,1,1,0.7852606
chr1:1-1,0.56087494,0.5925742,1,1,1,0.5925742
chr1:1-1,0.39582482,0.6122666,0,1,1,0.6122666
chr1:1-1,0.60121304,0.6317842,1,1,1,0.6317842
chr1:1-1,0.34494328,0.51842004,0,1,1,0.51842004
chr1:1-1,0.2449224,0.5617088,0,1,1,0.5617088
chr1:1-1,0.74667007,0.6440951,1,1,1,0.74667007
chr1:1-1,0.4304355,0.9147938,0,1,1,0.9147938
chr1:1-1,0.52051044,0.37701336,1,0,1,0.52051044
chr1:1-1,0.6049376,0.9855085,1,1,1,0.9855085
chr1:1-1,0.076462634,0.82676154,0,1,1,0.82676154
chr1:1-1,0.24775627,0.8070971,0,1,1,0.8070971
chr1:1-1,0.12711257,0.6792246,0,1,1,0.6792246
chr1:1-1,0.77531976,0.80372816,1,1,1,0.80372816
chr1:1-1,0.983511,0.9181699,1,1,1,0.983511
chr1:1-1,0.39448208,0.6625445,0,1,1,0.6625445
chr1:1-1,0.28791746,0.5045497,0,1,1,0.5045497
chr1:1-1,0.52208585,0.3599526,1,0,1,0.52208585
chr1:1-1,0.5235338,0.91107756,1,1,1,0.91107756
chr1:1-1,0.28429276,0.74749535,0,1,1,0.74749535
chr1:1-1,0.9578135,0.7309252,1,1,1,0.9578135
chr1:1-1,0.9458729,0.7722585,1,1,1,0.9458729
chr1:1-1,0.024426747,0.65075195,0,1,1,0.65075195
chr1:1-1,0.17760088,0.5358184,0,1,1,0.5358184
chr1:1-1,0.39830834,0.8992262,0,1,1,0.8992262
chr1:1-1,0.2874018,0.8837988,0,1,1,0.8837988
chr1:1-1,0.236058,0.6982235,0,1,1,0.6982235
chr1:1-1,0.048038036,0.57570034,0,1,1,0.57570034
chr1:1-1,0.8340076,0.8837136,1,1,1,0.8837136
chr1:1-1,0.45758075,0.6067627,0,1,1,0.6067627
chr1:1-1,0.49092004,0.59994245,0,1,1,0.59994245
chr1:1-1,0.9344852,0.98056626,1,1,1,0.98056626
chr1:1-1,0.9986602,0.979238,1,1,1,0.9986602
chr1:1-1,0.5102852,0.67425317,1,1,1,0.67425317
chr1:1-1,0.9143688,0.45614666,1,0,1,0.9143688
chr1:1-1,0.7888013,0.90680146,1,1,1,0.90680146
chr1:1-1,0.37982565,0.87949413,0,1,1,0.87949413
chr1:1-1,0.61811006,0.2150922,1,0,1,0.61811006
chr1:1-1,0.076035306,0.5108315,0,1,1,0.5108315
chr1:1-1,0.2772136,0.5997872,0,1,1,0.5997872
chr1:1-1,0.7056155,0.76696074,1,1,1,0.76696074
chr1:1-1,0.6861768,0.093893036,1,0,1,0.6861768
chr1:1-1,0.23531012,0.6794285,0,1,1,0.6794285
chr1:1-1,0.715015,0.86230177,1,1,1,0.86230177
chr1:1-1,0.2865947,0.51450425,0,1,1,0.51450425
chr1:1-1,0.23109232,0.66559434,0,1,1,0.66559434
chr1:1-1,0.3443377,0.9420093,0,1,1,0.9420093
chr1:1-1,0.112426974,0.5514427,0,1,1,0.5514427
chr1:1-1,0.11060997,0.70143557,0,1,1,0.70143557
chr1:1-1,0.77323455,0.6401549,1,1,1,0.77323455
chr1:1-1,0.9918025,0.9839062,1,1,1,0.9918025
chr1:1-1,0.54045457,0.8557988,1,1,1,0.8557988
